id,name,url,phone,search_query,categories,address,city,country,rating,review_count,lat,lng,minutes_open_weekly
ChIJhw_PigvpeUgRlKESft-6bkI,ozan Barber,,07310 362938,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","99 Central Ave, Beeston, Nottingham NG9 2QS, UK",,United Kingdom,4.9,32,52.9354788,-1.2202163,3900
ChIJr9DTSTrpeUgRSOGRehkxSuk,JG Barbers Beeston,http://www.jgbarbers.co.uk/,0115 922 4365,Barbers in Beeston,"barber_shop,hair_care,bar,health,service,point_of_interest,establishment","69 High Rd, Beeston, Nottingham NG9 2LE, UK",,United Kingdom,4.9,253,52.9281792,-1.2136282,2760
ChIJqdOCLhPpeUgR_6y_ZqNOOLE,SOLO men grooming salon,http://www.solomengroomingsalon.co.uk/,07918 137844,Barbers in Beeston,"barber_shop,hair_salon,hair_care,health,service,point_of_interest,establishment","6 Wollaton Rd, Beeston, Nottingham NG9 2NR, UK",,United Kingdom,4.9,424,52.927334599999995,-1.2156974999999999,3120
ChIJhT1eX6DpeUgR6wi3rpG86Jg,Unique Hairstyle,,07380 207799,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","33 Wollaton Rd, Beeston, Nottingham NG9 2NG, UK",,United Kingdom,5,185,52.9284714,-1.2174006,3960
ChIJ6U8EDcPpeUgRn6aOK632gws,Eaton Barbers Beeston,http://www.eatonbarbersbeeston.com/,07832 854148,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","3 Stoney St, Beeston, Nottingham NG9 2LA, UK",,United Kingdom,4.8,214,52.9281364,-1.2142389,3270
ChIJIbklp2npeUgRWvF-HY1NsLs,Ng9 barber,,07454 771775,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","140 High Rd, Beeston, Nottingham NG9 2LN, UK",,United Kingdom,4.8,319,52.929230999999994,-1.2108740999999998,3840
ChIJs8vUN8bpeUgRwVEf07mbtVk,Wainwright Adams Barbershop,http://www.beestonbarbers.com/,,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","49 Chilwell Rd, Beeston, Nottingham NG9 1EN, UK",,United Kingdom,4.9,71,52.923284699999996,-1.2192678,2730
ChIJsVtirtHpeUgRYN_it1drRrc,Occult Barbershop,https://www.occultbarbershop.co.uk/,,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","Humber Rd, Beeston, Nottingham NG9 2ET, UK",,United Kingdom,5,55,52.9275245,-1.2043335,3000
ChIJq6r6K9vpeUgRwvU1502OKkU,Levi's Barbershop,https://levisbarbershop.com/,07885 239226,Barbers in Beeston,"barber_shop,hair_salon,hair_care,shoe_store,health,store,service,point_of_interest,establishment","120 Chilwell Rd, Chilwell, Beeston, Nottingham NG9 1ES, UK",,United Kingdom,5,140,52.9228072,-1.2203340999999999,3720
ChIJeQEynJzpeUgRbewdwSuY0Ss,Fresh Fades Barbers,,07465 970763,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","1 Nottingham Rd, Attenborough, Beeston, Nottingham NG9 6DN, UK",,United Kingdom,5,55,52.9083822,-1.2356981,3780
